#,                 ,     ,    ,              ,                 ,      East     ,    North     ,Elevation ,              x  ,             y ,              z
70,Tile167MWA       ,4.0,m   ,+116.39.52.0  ,-26.33.02.4      ,-633.7298,-170.2998,374.3628,-2559003.886928,5095887.815817,-2849376.863170
71,Tile168MWA       ,4.0,m   ,+116.39.54.4  ,-26.33.05.3      ,-569.0397,-258.5944,373.7520,-2559043.741573,5095823.023550,-2849455.577517
72,LBA1MWA,4.0,m   ,+116.39.02.6  ,-26.32.50.2      ,-2000.1823,206.0370,372.9624,-2557857.520246,5096650.139668,-2849039.564424
73,LBA2MWA,4.0,m   ,+116.39.10.9  ,-26.32.55.2      ,-1770.5504,52.7485,373.9990,-2558032.449437,5096486.719748,-2849177.161578
74,LBA3MWA  ,4.0,m   ,+116.39.17.0  ,-26.32.59.0      ,-1600.6456,-65.1196,374.7370,-2558160.968973,5096363.998841,-2849282.936641
75,LBA4MWA  ,4.0,m   ,+116.39.21.6  ,-26.33.03.2      ,-1473.6274,-195.1886,375.0391,-2558248.530619,5096255.291447,-2849399.430712
76,LBA5MWA  ,4.0,m   ,+116.39.25.5  ,-26.33.11.6      ,-1367.7602,-454.5108,373.0209,-2558290.329121,5096102.575022,-2849630.513277
77,LBA6MWA  ,4.0,m   ,+116.39.32.5  ,-26.33.15.4      ,-1173.4255,-570.6126,372.5391,-2558440.528071,5095968.609739,-2849734.158818
78,LBA7MWA  ,4.0,m   ,+116.39.35.1  ,-26.33.19.6      ,-1101.4877,-699.5293,371.5422,-2558478.558060,5095884.026247,-2849849.036799
79,LBA8MWA  ,4.0,m   ,+116.39.42.7  ,-26.33.22.2      ,-889.8140,-780.6116,371.5904,-2558651.479303,5095756.687980,-2849921.590635
80,LBB1MWA  ,4.0,m   ,+116.39.44.9  ,-26.31.34.0      ,-829.6361,2562.3787,376.1557,-2559377.441035,5097068.354399,-2846932.769987
81,LBB2MWA  ,4.0,m   ,+116.40.03.0  ,-26.31.25.4      ,-331.0385,2828.4871,380.7891,-2559878.327332,5096954.449147,-2846696.727127
82,LBB3MWA  ,4.0,m   ,+116.39.58.4  ,-26.31.51.0      ,-455.7819,2038.3789,375.9489,-2559606.498048,5096691.214069,-2847401.534508
83,LBB4MWA  ,4.0,m   ,+116.40.08.6  ,-26.31.31.4      ,-175.5648,2643.1741,380.7947,-2559980.156387,5096810.696127,-2846862.547077
84,LBB5MWA  ,4.0,m   ,+116.40.13.0  ,-26.31.47.6      ,-53.0595,2141.8375,378.4852,-2559988.219900,5096553.748608,-2847310.097734
85,LBB6MWA  ,4.0,m   ,+116.40.43.0  ,-26.31.34.9      ,775.8275,2534.5919,384.2433,-2560810.136444,5096342.915806,-2846961.245126
86,LBB7MWA  ,4.0,m   ,+116.40.33.8  ,-26.31.40.8      ,520.1714,2351.0649,382.3030,-2560544.055591,5096382.928125,-2847124.594173
87,LBB8MWA  ,4.0,m   ,+116.40.26.8  ,-26.31.53.5      ,327.3186,1961.1997,379.1392,-2560292.237992,5096311.382482,-2847472.015238
88,LBC1MWA  ,4.0,m   ,+116.40.28.1  ,-26.32.07.2      ,363.3631,1535.7270,378.1295,-2560238.717583,5096124.542163,-2847852.246031
89,LBC2MWA  ,4.0,m   ,+116.40.46.6  ,-26.31.46.4      ,874.8464,2180.2234,382.5214,-2560826.875418,5096155.638354,-2847277.554532
90,LBC3MWA  ,4.0,m   ,+116.40.46.7  ,-26.32.02.3      ,879.0898,1686.6869,380.5241,-2560730.872810,5095955.136621,-2847718.249394
91,LBC4MWA  ,4.0,m   ,+116.41.04.1  ,-26.31.37.4      ,1360.1038,2457.7870,387.0143,-2561318.040022,5096052.054187,-2847031.206243
92,LBC5MWA  ,4.0,m   ,+116.41.15.8  ,-26.31.47.3      ,1682.6026,2152.3442,386.5388,-2561544.792975,5095784.905091,-2847304.294013
93,LBC6MWA  ,4.0,m   ,+116.41.04.5  ,-26.31.56.6      ,1370.5659,1862.7817,383.5737,-2561206.650547,5095807.129825,-2847562.054481
94,LBC7MWA  ,4.0,m   ,+116.41.13.9  ,-26.32.08.5      ,1630.4599,1496.8424,380.3236,-2561364.178551,5095541.719760,-2847888.016781
95,LBC8MWA  ,4.0,m   ,+116.40.59.2  ,-26.32.12.1      ,1223.9725,1386.3547,379.6303,-2560978.476715,5095679.638739,-2847986.561018
96,LBD1MWA  ,4.0,m   ,+116.41.23.9  ,-26.32.16.6      ,1906.7690,1246.4607,378.2625,-2561560.017379,5095315.997985,-2848111.112635
97,LBD2MWA  ,4.0,m   ,+116.41.29.2  ,-26.31.59.5      ,2053.9993,1774.5103,383.1044,-2561799.498658,5095464.507508,-2847640.824145
98,LBD3MWA  ,4.0,m   ,+116.41.41.7  ,-26.31.45.3      ,2398.9568,2213.3452,386.8030,-2562197.306067,5095487.611769,-2847249.830907
99,LBD4MWA  ,4.0,m   ,+116.41.43.2  ,-26.31.59.2      ,2440.5409,1784.8513,382.0413,-2562146.560757,5095294.109804,-2847631.096863
100,LBD5MWA  ,4.0,m   ,+116.41.39.8  ,-26.32.12.7      ,2345.3778,1366.9452,379.0876,-2561976.461655,5095167.700458,-2848003.684248
101,LBD6MWA  ,4.0,m   ,+116.41.55.1  ,-26.31.55.3      ,2769.7184,1905.0076,383.6138,-2562465.454513,5095195.401686,-2847524.291312
102,LBD7MWA  ,4.0,m   ,+116.42.07.2  ,-26.32.03.9      ,3104.5338,1639.6365,381.3500,-2562710.448973,5094937.210382,-2847760.715311
103,LBD8MWA  ,4.0,m   ,+116.41.58.8  ,-26.32.09.9      ,2871.2600,1454.3748,380.3472,-2562464.418192,5094967.301274,-2847926.023443
104,LBE1MWA  ,4.0,m   ,+116.41.14.8  ,-26.32.29.6      ,1653.6420,844.1496,373.9333,-2561251.344446,5095265.625871,-2848469.116868
105,LBE2MWA  ,4.0,m   ,+116.41.27.1  ,-26.32.36.6      ,1993.7329,628.8976,374.9064,-2561512.421942,5095027.689381,-2848662.128128
106,LBE3MWA  ,4.0,m   ,+116.41.39.1  ,-26.32.23.7      ,2326.5738,1025.5667,376.9580,-2561890.279657,5095038.168667,-2848308.160086
107,LBE4MWA  ,4.0,m   ,+116.41.35.9  ,-26.32.43.7      ,2237.4462,408.0279,372.1748,-2561684.747116,5094827.828881,-2848858.506291
108,LBE5MWA  ,4.0,m   ,+116.41.52.5  ,-26.32.26.8      ,2697.7029,930.8594,375.5447,-2562202.311440,5094832.474874,-2848392.260594
109,LBE6MWA  ,4.0,m   ,+116.41.51.5  ,-26.32.38.4      ,2669.5327,572.2100,373.0854,-2562104.143813,5094699.978984,-2848712.029718
110,LBE7MWA  ,4.0,m   ,+116.41.41.9  ,-26.32.56.2      ,2405.0049,22.8881,369.0363,-2561755.865768,5094596.247811,-2849201.656776
111,LBE8MWA  ,4.0,m   ,+116.42.04.5  ,-26.32.21.5      ,3028.4998,1094.6221,376.6199,-2562531.189533,5094750.057094,-2848246.226655
112,LBF1MWA  ,4.0,m   ,+116.40.44.0  ,-26.33.23.2      ,802.4934,-813.7266,368.1240,-2560155.687036,5094981.085936,-2849949.663851
113,LBF2MWA  ,4.0,m   ,+116.41.08.2  ,-26.32.51.1      ,1471.1527,178.6569,369.0643,-2560952.747514,5095077.960242,-2849062.316931
114,LBF3MWA  ,4.0,m   ,+116.40.57.5  ,-26.33.19.3      ,1177.3949,-692.5879,365.7639,-2560514.040645,5094859.255700,-2849840.244021
115,LBF4MWA  ,4.0,m   ,+116.41.15.6  ,-26.33.12.4      ,1676.7156,-479.1306,364.7703,-2561002.640364,5094719.486849,-2849648.849228
116,LBF5MWA  ,4.0,m   ,+116.41.11.3  ,-26.33.27.1      ,1558.8835,-933.0601,364.3292,-2560806.036034,5094590.726967,-2850054.715975
117,LBF6MWA  ,4.0,m   ,+116.41.23.0  ,-26.33.00.4      ,1880.6560,-107.4591,367.4203,-2561260.548565,5094778.450873,-2849317.543067
118,LBF7MWA  ,4.0,m   ,+116.41.37.6  ,-26.33.05.1      ,2284.8723,-252.4734,366.8561,-2561592.360794,5094538.506167,-2849447.019238
119,LBF8MWA  ,4.0,m   ,+116.41.27.0  ,-26.33.27.4      ,1990.8224,-941.3337,362.1683,-2561189.420344,5094391.696071,-2850061.150863
120,LBG1MWA  ,4.0,m   ,+116.40.20.9  ,-26.33.29.0      ,165.2419,-992.4581,366.8800,-2559549.894615,5095194.767227,-2850108.990019
121,LBG2MWA  ,4.0,m   ,+116.40.33.4  ,-26.33.45.1      ,-510.8190,1487.8251,364.1117,-2559758.129336,5094839.489263,-2850550.865700
122,LBG3MWA  ,4.0,m   ,+116.40.27.2  ,-26.34.03.8      ,-338.0043,2066.6397,359.9439,-2559485.832919,5094682.416849,-2851066.738480
123,LBG4MWA  ,4.0,m   ,+116.40.44.1  ,-26.33.42.5      ,-805.3316,1409.4525,363.4651,-2560036.751430,5094738.070424,-2850480.472220
124,LBG5MWA  ,4.0,m   ,+116.40.54.9  ,-26.33.33.8      ,-1105.2337,1140.2229,366.8407,-2560360.123046,5094713.686551,-2850241.152194
125,LBG6MWA  ,4.0,m   ,+116.40.48.6  ,-26.34.00.9      ,-931.5604,1976.6540,359.6166,-2560034.089555,5094451.661397,-2850986.103446
126,LBG7MWA  ,4.0,m   ,+116.41.03.3  ,-26.33.57.4      ,-1335.9386,1868.0464,360.7280,-2560417.630797,5094314.387124,-2850889.454555
127,LBG8MWA  ,4.0,m   ,+116.41.15.1  ,-26.33.40.8      ,-1663.8511,1356.5276,361.7622,-2560813.745524,5094372.351521,-2850432.369140
